asset,weight
XLF,0.3019271778607713
XLI,-0.40640387398366457
XLK,0.5062703853173434
XLE,0.004672293021338175
XLP,0.3858899538556378
XLV,0.38680285136466025
XLU,0.382248545362506
XLY,-0.08148002439872287
XLB,-0.47992730839986963
